Rank;Touro_NAAB;Touro_Nome;Touro_TPI;Touro_NM$;Femea_NAAB;Femea_Num;Femea_Reg;Femea_TPI;Femea_NM$;NM$_PA;NM$_Corrigido;NM$_IC_Lower;NM$_IC_Upper;TPI_PA;F_Esperada_%;Depressao_$;P_Acima_Media_%;P_Top25_%;P_Top10_%;Complementaridade;Balanceamento;Score_Final;Haplo_Conflitos;Beta_Caseina;Kappa_Caseina;Casein_Score;PA_MILK;IC_Low_MILK;IC_High_MILK;PA_FAT;IC_Low_FAT;IC_High_FAT;PA_PROT;IC_Low_PROT;IC_High_PROT;PA_SCS;IC_Low_SCS;IC_High_SCS;PA_PL;IC_Low_PL;IC_High_PL;PA_LIV;IC_Low_LIV;IC_High_LIV;PA_DPR;IC_Low_DPR;IC_High_DPR;PA_CCR;IC_Low_CCR;IC_High_CCR;PA_HCR;IC_Low_HCR;IC_High_HCR;PA_EFC;IC_Low_EFC;IC_High_EFC;PA_HLIV;IC_Low_HLIV;IC_High_HLIV;PA_UDC;IC_Low_UDC;IC_High_UDC;PA_FLC;IC_Low_FLC;IC_High_FLC;PA_BWC;IC_Low_BWC;IC_High_BWC
101;007HO17697;POwered;3337;1026;HOBRAC6735A204245;25;1091;2172;-131;448;352;42;662;2754;3.98;-95;100.0;99.3;90.6;0.0;72.2;70.6;;xA2A2;xAB;0;1035.8;-725.6;2797.3;24.9;-42.4;92.2;19.5;-28.5;67.5;3.0;2.8;3.3;1.5;-1.3;4.3;0.9;-1.2;2.9;-0.6;-2.8;1.6;0.8;-1.8;3.3;-0.4;-2.8;2.0;1.2;-7.3;9.8;0.1;-1.2;1.5;-0.2;-1.5;1.1;-0.4;-1.6;0.7;-0.6;-2.3;1.0
102;007HO17697;POwered;3337;1026;HOBRAC6735A204238;18;1110;2290;-147;440;344;34;654;2814;3.98;-95;100.0;99.2;89.7;0.0;71.5;70.4;;xA1A2;xAB;0;1284.8;-476.6;3046.3;28.9;-38.4;96.2;27.5;-20.5;75.5;3.0;2.7;3.3;1.3;-1.5;4.1;-0.3;-2.4;1.8;-1.0;-3.2;1.2;0.6;-2.0;3.2;-0.1;-2.5;2.3;2.9;-5.6;11.4;0.3;-1.1;1.7;-0.1;-1.4;1.2;-0.6;-1.7;0.6;-0.1;-1.7;1.5
103;007HO17686;Commander;3457;1141;HOBRAC6735A204223;3;1115;1814;-509;316;221;-89;531;2636;3.98;-95;99.8;94.7;68.6;0.0;69.4;70.3;;A2A2xA2A2=100%A2A2;AAxAA;3;554.3;-1207.1;2315.8;30.4;-36.9;97.7;18.5;-29.5;66.5;3.1;2.8;3.4;-0.2;-3.1;2.6;-0.2;-2.2;1.9;-0.9;-3.1;1.3;0.4;-2.1;3.0;-0.5;-3.0;1.9;-0.6;-9.1;8.0;-0.1;-1.5;1.3;-1.0;-2.2;0.3;-0.5;-1.6;0.7;-0.4;-2.0;1.3
104;007HO17697;POwered;3337;1026;HOBRAC6735A204236;16;1082;2158;-128;449;354;44;664;2748;3.98;-95;100.0;99.3;90.8;0.0;69.5;70.2;;xA2A2;xBB;0;643.3;-1118.1;2404.8;33.4;-33.9;100.7;21.5;-26.5;69.5;2.9;2.7;3.2;1.3;-1.5;4.1;0.6;-1.5;2.7;-1.0;-3.2;1.2;0.3;-2.2;2.9;-1.1;-3.5;1.4;0.8;-7.7;9.3;0.1;-1.3;1.5;-0.7;-2.0;0.6;-0.5;-1.7;0.6;-0.4;-2.0;1.2
105;007HO17593;Betzold;3422;1043;HOBRAC6735A204223;3;1115;1814;-509;267;172;-138;482;2618;3.98;-95;99.5;90.5;57.0;0.0;70.7;70.2;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;618.3;-1143.1;2379.8;14.4;-52.9;81.7;13.0;-35.0;61.0;2.9;2.7;3.2;-0.0;-2.9;2.8;0.9;-1.2;3.0;-0.5;-2.6;1.7;1.0;-1.6;3.6;-0.0;-2.5;2.4;0.6;-7.9;9.1;-0.5;-1.9;0.9;-0.9;-2.2;0.4;-0.5;-1.6;0.7;-0.1;-1.8;1.5
106;522HO04563;Hendricks;3062;488;HOBRAC6735A204225;5;1086;2488;134;311;216;-94;526;2775;3.98;-95;99.8;94.4;67.5;0.0;66.5;70.1;;A2A2xA2A2=100%A2A2;ABxAA;3;678.8;-1082.6;2440.3;15.9;-51.4;83.2;24.0;-24.0;72.0;2.9;2.6;3.2;1.5;-1.3;4.3;-0.4;-2.5;1.7;-1.4;-3.5;0.8;0.6;-1.9;3.2;0.1;-2.3;2.5;1.4;-7.1;10.0;-0.1;-1.4;1.3;0.5;-0.8;1.8;-0.8;-2.0;0.3;-0.4;-2.0;1.2
107;007HO17697;POwered;3337;1026;HOBRAC6735A204265;45;1123;2232;-168;429;334;24;644;2784;3.98;-95;100.0;99.0;88.5;0.0;70.8;69.9;;xA2A2;xAA;0;1064.3;-697.1;2825.8;29.9;-37.4;97.2;23.0;-25.0;71.0;3.1;2.8;3.4;1.0;-1.9;3.8;0.6;-1.5;2.7;-1.1;-3.3;1.1;0.7;-1.9;3.2;-0.3;-2.8;2.1;1.7;-6.8;10.2;0.1;-1.3;1.5;-0.2;-1.4;1.1;-0.3;-1.5;0.8;-0.8;-2.5;0.8
108;007HO17686;Commander;3457;1141;HOBRAC6735A204255;35;1180;1898;-362;390;294;-16;604;2678;3.98;-95;100.0;98.1;82.9;0.0;70.4;69.9;;A2A2xA1A2=50%A2A2;AAxAE;1;688.8;-1072.6;2450.3;30.9;-36.4;98.2;20.5;-27.5;68.5;3.1;2.8;3.4;0.2;-2.6;3.0;0.0;-2.0;2.1;-1.1;-3.2;1.1;0.8;-1.8;3.3;0.8;-1.6;3.2;0.2;-8.3;8.8;-0.2;-1.5;1.2;-1.0;-2.3;0.3;-0.5;-1.7;0.6;-1.0;-2.6;0.7
109;007HO17537;Shimmy;3247;815;HOBRAC6735A204241;21;1109;2451;-48;384;288;-22;598;2849;3.98;-95;100.0;98.0;81.9;0.0;77.1;69.7;;xA2A2;xAB;0;1077.8;-683.6;2839.3;13.4;-53.9;80.7;25.5;-22.5;73.5;3.0;2.7;3.3;1.3;-1.5;4.1;0.7;-1.4;2.7;0.3;-1.8;2.5;1.6;-0.9;4.2;1.8;-0.6;4.2;3.9;-4.6;12.4;0.4;-0.9;1.8;0.2;-1.1;1.5;0.3;-0.8;1.5;-0.3;-2.0;1.3
110;007HO17697;POwered;3337;1026;HOBRAC6735A204229;9;1194;2216;-231;398;302;-8;612;2776;3.98;-95;100.0;98.4;84.2;0.0;75.1;69.6;;xA2A2;xAB;0;488.8;-1272.6;2250.3;29.9;-37.4;97.2;21.0;-27.0;69.0;3.0;2.7;3.3;1.0;-1.9;3.8;0.4;-1.7;2.4;-0.4;-2.5;1.8;1.6;-1.0;4.2;2.3;-0.1;4.7;3.0;-5.5;11.6;-0.1;-1.4;1.3;-0.8;-2.1;0.5;-0.6;-1.7;0.6;-0.2;-1.8;1.4
111;007HO17697;POwered;3337;1026;HOBRAC6735A204227;7;1103;2200;-121;452;357;47;667;2768;3.98;-95;100.0;99.3;91.1;0.0;64.5;69.6;;xA2A2;xAB;0;267.8;-1493.6;2029.3;48.9;-18.4;116.2;18.0;-30.0;66.0;3.0;2.7;3.3;0.5;-2.4;3.3;1.1;-1.0;3.2;-1.4;-3.5;0.8;0.3;-2.3;2.9;-0.6;-3.1;1.8;0.3;-8.2;8.9;0.0;-1.4;1.4;-0.6;-1.9;0.7;-0.7;-1.8;0.5;-0.0;-1.7;1.6
112;007HO17686;Commander;3457;1141;HOBRAC6735A204248;28;1099;1735;-546;298;202;-108;512;2596;3.98;-95;99.7;93.3;64.4;0.0;69.7;69.6;;A2A2xA2A2=100%A2A2;AAxAA;3;212.8;-1548.6;1974.3;33.4;-33.9;100.7;16.0;-32.0;64.0;3.1;2.8;3.4;-0.6;-3.5;2.2;-0.2;-2.3;1.9;-0.9;-3.1;1.3;0.7;-1.9;3.3;-0.5;-2.9;2.0;0.2;-8.3;8.8;0.0;-1.4;1.4;-1.5;-2.8;-0.2;-0.6;-1.7;0.6;-0.7;-2.3;1.0
113;007HO17220;Rosemary;3323;879;HOBRAC6735A204266;46;1113;2208;-76;402;306;-4;616;2766;3.98;-95;100.0;98.5;84.8;0.0;74.2;69.6;;xA2A2;xAB;0;275.8;-1485.6;2037.3;30.9;-36.4;98.2;19.0;-29.0;67.0;3.0;2.7;3.3;0.8;-2.1;3.6;2.5;0.4;4.5;-0.2;-2.4;2.0;1.3;-1.3;3.9;0.2;-2.3;2.6;-0.3;-8.8;8.2;0.3;-1.1;1.7;-0.4;-1.7;0.9;-0.6;-1.7;0.6;-0.1;-1.7;1.5
114;007HO17537;Shimmy;3247;815;HOBRAC6735A204246;26;1083;2256;52;434;338;28;648;2752;3.98;-95;100.0;99.1;89.0;0.0;67.0;69.4;;xA2A2;xAB;0;427.3;-1334.1;2188.8;24.4;-42.9;91.7;20.0;-28.0;68.0;3.0;2.7;3.3;0.5;-2.3;3.3;0.1;-2.0;2.1;-1.2;-3.4;1.0;0.5;-2.1;3.0;1.3;-1.1;3.8;2.9;-5.7;11.4;0.4;-1.0;1.8;-0.3;-1.6;1.0;-0.1;-1.3;1.0;-1.1;-2.7;0.5
115;007HO17220;Rosemary;3323;879;HOBRAC6735A204247;27;1114;2214;-69;405;310;-0;620;2768;3.98;-95;100.0;98.5;85.3;0.0;71.3;69.2;;xA2A2;xAA;0;796.3;-965.1;2557.8;34.4;-32.9;101.7;20.5;-27.5;68.5;2.9;2.6;3.2;1.2;-1.6;4.0;0.8;-1.2;2.9;-0.9;-3.1;1.3;0.6;-2.0;3.2;-0.2;-2.7;2.2;0.2;-8.3;8.8;0.2;-1.1;1.6;-0.3;-1.6;1.0;-0.5;-1.7;0.6;0.0;-1.6;1.7
116;007HO17697;POwered;3337;1026;HOBRAC6735A204244;24;1081;2195;-161;432;337;27;647;2766;3.98;-95;100.0;99.1;88.9;0.0;65.5;69.2;;xA2A2;xNoCall;0;777.8;-983.6;2539.3;34.9;-32.4;102.2;22.0;-26.0;70.0;3.0;2.7;3.3;0.8;-2.0;3.6;-0.2;-2.3;1.9;-1.3;-3.5;0.9;0.2;-2.4;2.8;-0.8;-3.2;1.7;1.8;-6.7;10.3;0.3;-1.0;1.7;-0.5;-1.8;0.8;-0.4;-1.5;0.8;0.0;-1.6;1.7
117;007HO17686;Commander;3457;1141;HOBRAC6735A204259;39;1117;1712;-478;332;236;-74;546;2584;3.98;-95;99.9;95.7;72.0;0.0;69.3;69.1;;A2A2xA1A2=50%A2A2;AAxBB=100%AB;2;350.8;-1410.6;2112.3;27.9;-39.4;95.2;19.0;-29.0;67.0;3.1;2.8;3.4;-0.1;-3.0;2.7;0.0;-2.1;2.1;-0.8;-2.9;1.4;0.6;-2.0;3.1;-0.3;-2.7;2.1;-1.4;-9.9;7.2;0.0;-1.3;1.4;-1.5;-2.8;-0.2;-0.7;-1.9;0.4;-0.9;-2.5;0.7
118;007HO17697;POwered;3337;1026;HOBRAC6735A204226;6;1107;2249;-225;400;305;-5;615;2793;3.98;-95;100.0;98.4;84.6;0.0;70.6;69.1;;xA1A2;xAE;0;577.8;-1183.6;2339.3;30.9;-36.4;98.2;21.0;-27.0;69.0;3.0;2.7;3.3;1.0;-1.9;3.8;0.1;-2.0;2.1;-0.9;-3.1;1.3;0.8;-1.8;3.3;-0.2;-2.6;2.2;1.9;-6.6;10.5;0.3;-1.1;1.7;-0.1;-1.4;1.2;-0.2;-1.4;0.9;0.2;-1.5;1.8
119;007HO17220;Rosemary;3323;879;HOBRAC6735A204262;42;1116;2188;-118;380;285;-25;595;2756;3.98;-95;99.9;97.9;81.4;0.0;73.7;68.8;;xA2A2;xAB;0;-57.7;-1819.1;1703.8;33.9;-33.4;101.2;15.0;-33.0;63.0;3.0;2.7;3.3;0.7;-2.1;3.5;1.8;-0.3;3.8;-0.1;-2.3;2.1;1.2;-1.4;3.8;0.2;-2.2;2.6;-0.4;-8.9;8.1;0.3;-1.1;1.7;-0.2;-1.5;1.0;-0.6;-1.7;0.6;-0.3;-1.9;1.3
120;007HO17593;Betzold;3422;1043;HOBRAC6735A204255;35;1180;1898;-362;340;245;-65;555;2660;3.98;-95;99.9;96.2;73.9;0.0;71.6;68.5;;A2A2xA1A2=50%A2A2;BBxAE;1;752.8;-1008.6;2514.3;14.9;-52.4;82.2;15.0;-33.0;63.0;3.0;2.7;3.3;0.4;-2.4;3.2;1.1;-1.0;3.2;-0.6;-2.8;1.6;1.3;-1.3;3.9;1.3;-1.1;3.7;1.4;-7.1;9.9;-0.6;-1.9;0.8;-0.9;-2.2;0.4;-0.5;-1.7;0.6;-0.8;-2.4;0.9
121;007HO17220;Rosemary;3323;879;HOBRAC6735A204256;36;1169;2158;-124;378;282;-28;592;2740;3.98;-95;99.9;97.8;80.9;0.0;72.2;68.5;;xA2A2;xBB;0;552.3;-1209.1;2313.8;13.9;-53.4;81.2;21.5;-26.5;69.5;2.9;2.6;3.2;1.8;-1.0;4.6;1.9;-0.1;4.0;-0.2;-2.4;2.0;1.2;-1.3;3.8;-0.1;-2.5;2.4;1.1;-7.4;9.7;0.5;-0.9;1.8;-0.3;-1.6;0.9;-0.6;-1.7;0.6;-0.5;-2.2;1.1
122;007HO17220;Rosemary;3323;879;HOBRAC6735A204245;25;1091;2172;-131;374;279;-31;589;2748;3.98;-95;99.9;97.6;80.3;0.0;72.3;68.4;;xA2A2;xAB;0;788.8;-972.6;2550.3;17.9;-49.4;85.2;18.0;-30.0;66.0;3.0;2.7;3.3;1.4;-1.4;4.2;1.4;-0.6;3.5;-0.3;-2.4;1.9;1.0;-1.6;3.5;0.2;-2.3;2.6;0.2;-8.4;8.7;0.5;-0.9;1.9;0.1;-1.2;1.4;-0.2;-1.4;0.9;-0.5;-2.1;1.2
123;007HO17537;Shimmy;3247;815;HOBRAC6735A204264;44;1120;2364;68;442;346;36;656;2806;3.98;-95;100.0;99.2;90.0;0.0;57.6;68.4;;xA2A2;xAB;0;295.3;-1466.1;2056.8;47.4;-19.9;114.7;25.5;-22.5;73.5;3.1;2.8;3.4;-0.3;-3.2;2.5;0.1;-2.0;2.2;-1.8;-4.0;0.4;-0.3;-2.9;2.3;1.0;-1.4;3.5;1.6;-6.9;10.1;-0.1;-1.5;1.3;-0.3;-1.6;1.0;-0.3;-1.5;0.8;-0.3;-1.9;1.3
124;007HO17697;POwered;3337;1026;HOBRAC6735A204239;19;1112;2071;-272;377;282;-28;592;2704;3.98;-95;99.9;97.8;80.8;0.0;71.6;68.3;;xA2A2;xBB;0;1220.8;-540.6;2982.3;21.4;-45.9;88.7;22.0;-26.0;70.0;3.0;2.7;3.3;1.0;-1.9;3.8;-0.5;-2.5;1.6;-0.9;-3.0;1.3;0.8;-1.7;3.4;-0.6;-3.0;1.9;0.9;-7.6;9.5;-0.2;-1.6;1.2;-0.5;-1.8;0.8;-0.7;-1.8;0.5;-0.3;-1.9;1.3
125;007HO17593;Betzold;3422;1043;HOBRAC6735A204263;43;1122;2027;-419;312;217;-93;527;2724;3.98;-95;99.8;94.5;67.7;0.0;55.1;68.2;;A2A2xA1A2=50%A2A2;BBxBB=100%BB;3;1270.8;-490.6;3032.3;19.4;-47.9;86.7;27.5;-20.5;75.5;3.1;2.8;3.4;-0.5;-3.3;2.3;-0.6;-2.7;1.4;-2.1;-4.2;0.1;-0.2;-2.8;2.3;1.2;-1.3;3.6;1.0;-7.5;9.5;-0.6;-2.0;0.8;-0.1;-1.4;1.2;-0.4;-1.5;0.8;-0.6;-2.2;1.1
126;007HO17220;Rosemary;3323;879;HOBRAC6735A204238;18;1110;2290;-147;366;271;-39;581;2806;3.98;-95;99.9;97.4;78.9;0.0;71.7;68.2;;xA1A2;xAB;0;1037.8;-723.6;2799.3;21.9;-45.4;89.2;26.0;-22.0;74.0;3.0;2.7;3.3;1.2;-1.6;4.0;0.3;-1.8;2.4;-0.7;-2.8;1.5;0.8;-1.8;3.4;0.5;-2.0;2.9;1.8;-6.7;10.3;0.7;-0.7;2.0;0.2;-1.1;1.5;-0.4;-1.6;0.8;0.1;-1.6;1.7
127;007HO17697;POwered;3337;1026;HOBRAC6735A204232;12;1089;2056;-286;370;275;-35;585;2696;3.98;-95;99.9;97.5;79.6;0.0;72.9;68.2;;xA2A2;xAB;0;806.3;-955.1;2567.8;23.4;-43.9;90.7;17.5;-30.5;65.5;2.9;2.6;3.2;1.1;-1.7;3.9;0.8;-1.3;2.8;-0.6;-2.7;1.6;1.2;-1.4;3.8;0.0;-2.4;2.4;1.5;-7.0;10.0;-0.1;-1.4;1.3;-0.8;-2.1;0.5;-0.5;-1.7;0.6;-0.2;-1.9;1.4
128;007HO17220;Rosemary;3323;879;HOBRAC6735A204227;7;1103;2200;-121;379;284;-26;594;2762;3.98;-95;99.9;97.8;81.2;0.0;69.4;68.2;;xA2A2;xAB;0;20.8;-1740.6;1782.3;41.9;-25.4;109.2;16.5;-31.5;64.5;2.9;2.6;3.2;0.4;-2.5;3.2;1.7;-0.4;3.8;-1.0;-3.2;1.2;0.5;-2.1;3.1;-0.1;-2.5;2.3;-0.8;-9.3;7.8;0.3;-1.0;1.7;-0.3;-1.6;1.0;-0.5;-1.7;0.7;0.1;-1.5;1.8
129;007HO17593;Betzold;3422;1043;HOBRAC6735A204259;39;1117;1712;-478;282;187;-123;497;2567;3.98;-95;99.6;92.0;60.8;0.0;63.6;68.0;;A2A2xA1A2=50%A2A2;BBxBB=100%BB;3;414.8;-1346.6;2176.3;11.9;-55.4;79.2;13.5;-34.5;61.5;3.0;2.7;3.3;0.1;-2.8;2.9;1.1;-1.0;3.1;-0.3;-2.5;1.9;1.1;-1.5;3.7;0.2;-2.2;2.6;-0.2;-8.7;8.3;-0.3;-1.7;1.0;-1.4;-2.7;-0.1;-0.7;-1.9;0.4;-0.7;-2.3;0.9
130;007HO17220;Rosemary;3323;879;HOBRAC6735A204236;16;1082;2158;-128;376;280;-30;590;2740;3.98;-95;99.9;97.7;80.6;0.0;69.6;68.0;;xA2A2;xBB;0;396.3;-1365.1;2157.8;26.4;-40.9;93.7;20.0;-28.0;68.0;2.9;2.6;3.2;1.2;-1.6;4.0;1.2;-0.9;3.3;-0.7;-2.8;1.5;0.6;-2.0;3.1;-0.5;-2.9;1.9;-0.3;-8.8;8.2;0.5;-0.9;1.8;-0.4;-1.7;0.9;-0.4;-1.5;0.8;-0.2;-1.9;1.4
131;007HO17593;Betzold;3422;1043;HOBRAC6735A204248;28;1099;1735;-546;248;153;-157;463;2578;3.98;-95;99.3;88.3;52.4;0.0;61.6;68.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;276.8;-1484.6;2038.3;17.4;-49.9;84.7;10.5;-37.5;58.5;3.0;2.7;3.3;-0.4;-3.3;2.4;0.8;-1.2;2.9;-0.5;-2.6;1.7;1.2;-1.3;3.8;0.1;-2.4;2.5;1.4;-7.1;9.9;-0.4;-1.8;1.0;-1.4;-2.7;-0.1;-0.6;-1.7;0.6;-0.5;-2.1;1.2
132;007HO17593;Betzold;3422;1043;HOBRAC6735A204258;38;1111;2059;-290;376;281;-29;591;2740;3.98;-95;99.9;97.7;80.7;0.0;58.7;67.9;;A2A2xA1A2=50%A2A2;BBxBE;1;384.3;-1377.1;2145.8;37.9;-29.4;105.2;19.5;-28.5;67.5;3.0;2.7;3.3;-0.2;-3.1;2.6;-0.2;-2.3;1.8;-1.5;-3.6;0.7;-0.1;-2.7;2.5;0.3;-2.1;2.7;1.4;-7.1;9.9;-0.3;-1.7;1.0;-0.6;-1.9;0.7;-0.2;-1.3;1.0;-0.1;-1.8;1.5
133;007HO17686;Commander;3457;1141;HOBRAC6735A204250;30;1093;1886;-515;313;218;-92;528;2672;3.98;-95;99.8;94.5;68.0;0.0;53.4;67.9;;A2A2xA2A2=100%A2A2;AAxAA;3;531.3;-1230.1;2292.8;40.9;-26.4;108.2;19.0;-29.0;67.0;3.1;2.8;3.4;-0.4;-3.2;2.4;-0.2;-2.2;1.9;-2.4;-4.5;-0.2;-1.0;-3.6;1.5;0.3;-2.1;2.8;-0.4;-8.9;8.1;0.4;-1.0;1.8;-0.6;-1.8;0.7;0.0;-1.1;1.2;-0.3;-1.9;1.3
134;007HO17593;Betzold;3422;1043;HOBRAC6735A204250;30;1093;1886;-515;264;169;-141;479;2654;3.98;-95;99.5;90.2;56.2;0.0;55.3;67.9;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;595.3;-1166.1;2356.8;24.9;-42.4;92.2;13.5;-34.5;61.5;3.0;2.7;3.3;-0.2;-3.0;2.6;0.9;-1.2;3.0;-1.9;-4.1;0.3;-0.5;-3.1;2.1;0.9;-1.6;3.3;0.8;-7.8;9.3;0.0;-1.4;1.4;-0.5;-1.8;0.8;0.0;-1.1;1.2;-0.1;-1.7;1.5
135;007HO17697;POwered;3337;1026;HOBRAC6735A204251;31;1088;1983;-273;376;281;-29;591;2660;3.98;-95;99.9;97.7;80.7;0.0;69.7;67.8;;xA2A2;xNoCall;0;617.8;-1143.6;2379.3;26.9;-40.4;94.2;16.5;-31.5;64.5;3.0;2.7;3.3;0.4;-2.5;3.2;0.4;-1.7;2.4;-1.0;-3.1;1.2;0.7;-1.9;3.3;0.2;-2.3;2.6;0.5;-8.0;9.0;-0.1;-1.4;1.3;-0.8;-2.1;0.5;-0.9;-2.0;0.3;-0.8;-2.5;0.8
136;007HO17220;Rosemary;3323;879;HOBRAC6735A204265;45;1123;2232;-168;356;260;-50;570;2778;3.98;-95;99.9;96.9;76.9;0.0;71.0;67.7;;xA2A2;xAA;0;817.3;-944.1;2578.8;22.9;-44.4;90.2;21.5;-26.5;69.5;3.0;2.7;3.3;0.9;-2.0;3.7;1.2;-0.9;3.3;-0.8;-2.9;1.4;0.9;-1.7;3.4;0.2;-2.2;2.6;0.6;-7.9;9.1;0.5;-0.9;1.8;0.2;-1.1;1.5;-0.1;-1.3;1.0;-0.7;-2.3;0.9
137;007HO17537;Shimmy;3247;815;HOBRAC6735A204266;46;1113;2208;-76;370;274;-36;584;2728;3.98;-95;99.9;97.5;79.5;0.0;68.7;67.7;;xA2A2;xAB;0;355.8;-1405.6;2117.3;22.4;-44.9;89.7;20.0;-28.0;68.0;3.0;2.7;3.3;0.2;-2.7;3.0;1.3;-0.8;3.4;-0.7;-2.8;1.5;0.5;-2.1;3.1;0.5;-1.9;3.0;1.4;-7.1;9.9;-0.1;-1.5;1.3;-0.4;-1.7;0.9;-0.3;-1.5;0.8;-0.4;-2.0;1.3
138;007HO17220;Rosemary;3323;879;HOBRAC6735A204244;24;1081;2195;-161;359;264;-46;574;2759;3.98;-95;99.9;97.1;77.6;0.0;68.6;67.4;;xA2A2;xNoCall;0;530.8;-1230.6;2292.3;27.9;-39.4;95.2;20.5;-27.5;68.5;3.0;2.7;3.2;0.7;-2.1;3.5;0.4;-1.7;2.5;-1.0;-3.1;1.2;0.4;-2.2;3.0;-0.2;-2.6;2.2;0.7;-7.8;9.2;0.7;-0.7;2.1;-0.2;-1.5;1.1;-0.2;-1.4;1.0;0.2;-1.4;1.8
139;007HO17220;Rosemary;3323;879;HOBRAC6735A204229;9;1194;2216;-231;324;229;-81;539;2770;3.98;-95;99.8;95.3;70.4;0.0;75.3;67.3;;xA2A2;xAB;0;241.8;-1519.6;2003.3;22.9;-44.4;90.2;19.5;-28.5;67.5;2.9;2.6;3.2;0.9;-2.0;3.7;0.9;-1.1;3.0;-0.0;-2.2;2.2;1.8;-0.8;4.4;2.9;0.4;5.3;1.9;-6.6;10.5;0.3;-1.1;1.7;-0.4;-1.7;0.8;-0.4;-1.5;0.8;-0.1;-1.7;1.6
140;522HO04563;Hendricks;3062;488;HOBRAC6735A204241;21;1109;2451;-48;220;125;-185;435;2756;3.98;-95;98.8;84.4;45.2;0.0;70.3;67.1;;A2A2xA2A2=100%A2A2;ABxAB;3;1159.3;-602.1;2920.8;-0.6;-67.9;66.7;23.5;-24.5;71.5;3.0;2.7;3.3;1.2;-1.7;4.0;-0.1;-2.2;1.9;-0.1;-2.3;2.1;1.3;-1.2;3.9;0.1;-2.3;2.5;3.0;-5.5;11.6;0.4;-1.0;1.8;0.5;-0.8;1.8;-0.0;-1.2;1.1;0.0;-1.6;1.6
141;522HO04563;Hendricks;3062;488;HOBRAC6735A204246;26;1083;2256;52;270;175;-135;485;2659;3.98;-95;99.5;90.8;57.7;0.0;58.4;67.1;;A2A2xA2A2=100%A2A2;ABxAB;3;508.8;-1252.6;2270.3;10.4;-56.9;77.7;18.0;-30.0;66.0;2.9;2.7;3.2;0.4;-2.5;3.2;-0.8;-2.8;1.3;-1.7;-3.8;0.5;0.2;-2.4;2.7;-0.3;-2.8;2.1;2.0;-6.5;10.5;0.3;-1.0;1.7;-0.0;-1.3;1.3;-0.5;-1.6;0.7;-0.7;-2.3;0.9
142;007HO17593;Betzold;3422;1043;HOBRAC6735A204252;32;1094;1688;-506;268;173;-137;483;2555;3.98;-95;99.5;90.6;57.4;0.0;50.1;67.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;995.3;-766.1;2756.8;24.9;-42.4;92.2;22.0;-26.0;70.0;3.1;2.8;3.4;-0.9;-3.8;1.9;-0.9;-2.9;1.2;-2.7;-4.8;-0.5;-0.7;-3.2;1.9;0.2;-2.3;2.6;1.8;-6.8;10.3;-0.2;-1.6;1.2;-1.5;-2.8;-0.2;-0.9;-2.0;0.3;-0.8;-2.4;0.8
143;007HO17537;Shimmy;3247;815;HOBRAC6735A204262;42;1116;2188;-118;348;253;-57;563;2718;3.98;-95;99.9;96.6;75.5;0.0;68.2;66.9;;xA2A2;xAB;0;22.3;-1739.1;1783.8;25.4;-41.9;92.7;16.0;-32.0;64.0;3.0;2.7;3.3;0.1;-2.7;2.9;0.6;-1.5;2.7;-0.6;-2.7;1.6;0.4;-2.2;3.0;0.6;-1.8;3.0;1.3;-7.2;9.8;-0.1;-1.5;1.3;-0.2;-1.5;1.1;-0.3;-1.5;0.8;-0.6;-2.2;1.1
144;007HO17537;Shimmy;3247;815;HOBRAC6735A204247;27;1114;2214;-69;373;278;-32;588;2730;3.98;-95;99.9;97.6;80.1;0.0;62.4;66.8;;xA2A2;xAA;0;876.3;-885.1;2637.8;25.9;-41.4;93.2;21.5;-26.5;69.5;3.0;2.7;3.3;0.6;-2.2;3.4;-0.3;-2.4;1.8;-1.4;-3.5;0.8;-0.2;-2.8;2.4;0.1;-2.3;2.6;1.9;-6.6;10.5;-0.1;-1.5;1.2;-0.3;-1.6;1.0;-0.3;-1.5;0.8;-0.2;-1.8;1.4
145;007HO17220;Rosemary;3323;879;HOBRAC6735A204226;6;1107;2249;-225;327;232;-78;542;2786;3.98;-95;99.8;95.4;71.1;0.0;70.7;66.8;;xA1A2;xAE;0;330.8;-1430.6;2092.3;23.9;-43.4;91.2;19.5;-28.5;67.5;3.0;2.7;3.3;0.9;-2.0;3.7;0.7;-1.4;2.7;-0.6;-2.7;1.6;1.0;-1.6;3.5;0.4;-2.1;2.8;0.9;-7.7;9.4;0.7;-0.7;2.0;0.3;-1.0;1.6;-0.1;-1.2;1.1;0.3;-1.3;2.0
146;007HO17697;POwered;3337;1026;HOBRAC6735A204249;29;1108;2030;-374;326;231;-79;541;2684;3.98;-95;99.8;95.4;70.9;0.0;72.8;66.8;;xA2A2;xAA;0;449.3;-1312.1;2210.8;12.9;-54.4;80.2;9.0;-39.0;57.0;3.0;2.7;3.3;1.7;-1.1;4.5;1.9;-0.2;4.0;-0.3;-2.4;1.9;1.5;-1.1;4.1;-0.3;-2.8;2.1;-0.6;-9.2;7.9;0.1;-1.2;1.5;-0.2;-1.5;1.1;-0.2;-1.3;1.0;-0.4;-2.0;1.3
